CustID,AccountID,Balance,Interest,Type
1029849,12838,2776.11,6,Saving Account
1029857,9319,1350.58,5,Saving Account
1029857,23505,1350.58,7,Saving Account
1029865,2788,2326.46,7,Saving Account
1029870,22643,2776.11,6,Saving Account
1029873,23537,2601.25,1,Saving Account
1029878,8604,0,6,Saving Account
1029880,6213,1200.7,5,Saving Account
1029880,6213,1200.7,5,Saving Account
1029886,17688,3550.49,7,Saving Account
1029890,2135,2851.05,6,Saving Account
1029894,6366,1637.85,4,Saving Account
1029904,13665,1650.34,2,Saving Account
1029905,3518,1263.15,4,Saving Account
1029905,5971,1263.15,2,Saving Account
1029906,9445,1050.27,1,Saving Account
1029910,11046,3350.65,3,Saving Account
1029915,14809,1625.36,5,Saving Account
1029919,18364,1200.7,1,Saving Account
1029924,13971,1625.36,5,Saving Account
1029929,11880,850.43,5,Saving Account
1029932,4715,0,5,Saving Account
1029934,20016,2451.37,2,Saving Account
1029935,23238,3025.91,7,Saving Account
1029936,9112,2975.95,3,Saving Account
1029938,996,875.41,3,Saving Account
1029940,4889,3300.69,7,Saving Account
1029941,3843,1762.76,7,Saving Account
1029955,18012,1425.52,5,Saving Account
1029959,15042,3300.69,6,Saving Account
1029961,1188,1313.11,1,Saving Account
1029963,18263,856.4,3,Saving Account
1029963,18263,856.4,3,Saving Account
1029965,19008,1413.03,5,Saving Account
1029966,10322,1213.19,2,Saving Account
1029972,4357,1462.99,1,Saving Account
1029977,16523,1150.19,3,Saving Account
1029981,465,742.18,5,Saving Account
1029984,19681,2901.01,7,Saving Account
1029987,11663,1837.7,5,Saving Account
1029989,17930,1288.13,5,Saving Account
1029994,6610,1537.93,5,Saving Account
1029995,1037,743.99,7,Saving Account
1029995,5256,743.99,4,Saving Account
1029996,4488,2451.37,6,Saving Account
1029999,21075,3325.67,5,Saving Account
1030002,13480,1675.32,5,Saving Account
1030003,21818,1650.34,1,Saving Account
1030006,3863,806.44,4,Saving Account
1030008,20655,1150.74,3,Saving Account
1030010,16085,1537.93,3,Saving Account
1030011,21075,3150.81,5,Saving Account
1030014,11139,942.02,6,Saving Account
1030015,21867,2975.95,4,Saving Account
1030016,2543,656.56,1,Saving Account
1030016,4385,656.56,3,Saving Account
1030019,7231,1662.83,7,Saving Account
1030023,21546,1800.23,2,Saving Account
1030025,5899,3550.49,3,Saving Account
1030028,11235,3475.55,5,Saving Account
1030031,2714,1737.78,4,Saving Account
1030031,16675,1737.78,2,Saving Account
1030032,8531,2301.48,6,Saving Account
1030033,11482,2576.27,3,Saving Account
1030037,4337,837.66,4,Saving Account
1030039,23552,2551.29,7,Saving Account
1030041,15896,1650.34,2,Saving Account
1030042,12887,3250.73,3,Saving Account
1030046,5559,1400.54,3,Saving Account
1030047,17476,3125.83,6,Saving Account
1030049,8622,1675.32,4,Saving Account
1030049,14530,1675.32,5,Saving Account
1030054,16930,1775.25,2,Saving Account
1030055,10872,3250.73,6,Saving Account
1030059,23998,3575.47,2,Saving Account
1030061,13495,1487.97,1,Saving Account
1030062,6888,1091.9,5,Saving Account
1030063,21138,2701.17,3,Saving Account
1030066,3672,1562.91,2,Saving Account
1030070,19476,2751.13,4,Saving Account
1030072,24150,1133.54,3,Saving Account
1030073,5978,1600.38,1,Saving Account
1030074,22566,694.03,6,Saving Account
1030074,22566,694.03,6,Saving Account
1030076,19910,1375.56,6,Saving Account
1030083,13916,818.93,2,Saving Account
1030088,4635,2975.95,4,Saving Account
1030094,5202,1350.58,3,Saving Account
1030097,12268,1450.5,3,Saving Account
1030098,4692,3650.41,3,Saving Account
1030106,4692,2801.09,3,Saving Account
1030109,6675,1750.27,5,Saving Account
1030114,8391,750.23,1,Saving Account
1030114,10862,750.23,3,Saving Account
1030117,4758,1700.31,3,Saving Account
1030118,145,1100.23,3,Saving Account
1030121,11428,1650.34,6,Saving Account
1030123,16233,3300.69,7,Saving Account
1030125,882,3100.85,2,Saving Account
1030126,3466,1175.72,3,Saving Account
1030128,10287,2351.45,4,Saving Account
1030130,14606,2876.03,2,Saving Account
1030134,12623,800.47,3,Saving Account
1030135,24367,3275.71,4,Saving Account
1030138,4047,1625.36,6,Saving Account
1030139,10994,1350.58,4,Saving Account
1030140,19102,2451.37,3,Saving Account
1030142,10362,850.15,6,Saving Account
1030143,7109,1000.31,3,Saving Account
1030144,10,1058.6,6,Saving Account
1030145,10892,933.7,4,Saving Account
1030147,23005,3375.63,6,Saving Account
1030149,10852,1475.48,1,Saving Account
1030151,299,1158.52,7,Saving Account
1030153,4401,1175.72,4,Saving Account
1030156,2163,3475.55,7,Saving Account
1030157,11265,3600.45,1,Saving Account
1030158,21416,3400.61,4,Saving Account
1030166,1194,3275.71,7,Saving Account
1030170,355,2726.15,6,Saving Account
1030174,4232,2776.11,2,Saving Account
1030179,10469,2701.17,3,Saving Account
1030183,11536,1662.83,7,Saving Account
1030184,1866,856.4,4,Saving Account
1030184,1866,856.4,4,Saving Account
1030186,18847,2626.23,4,Saving Account
1030189,3276,719.01,3,Saving Account
1030189,3276,719.01,3,Saving Account
1030191,10678,3350.65,7,Saving Account
1030193,5876,0,6,Saving Account
1030193,22936,0,3,Saving Account
1030194,5536,3550.49,6,Saving Account
1030199,23882,1166.84,6,Saving Account
1030200,8593,3000.93,1,Saving Account
1030203,9672,2351.45,1,Saving Account
1030204,3195,1825.21,3,Saving Account
1030204,4000,1825.21,7,Saving Account
1030205,15542,3225.75,6,Saving Account
1030211,779,0,5,Saving Account
1030213,19749,1475.48,1,Saving Account
1030213,19749,1475.48,1,Saving Account
1030214,8397,1525.44,4,Saving Account
1030215,968,817.12,7,Saving Account
1030215,6338,817.12,4,Saving Account
1030215,19942,817.12,3,Saving Account
1030218,12390,1108.56,6,Saving Account
1030218,14378,1108.56,6,Saving Account
1030219,2577,842.1,7,Saving Account
1030220,20063,681.54,7,Saving Account
1030220,20063,681.54,7,Saving Account
1030222,22028,0,1,Saving Account
1030225,8155,2426.39,2,Saving Account
1030227,6616,1750.27,2,Saving Account
1030229,7898,0,2,Saving Account
1030234,48,3250.73,7,Saving Account
1030237,16312,3325.67,6,Saving Account
1030238,19484,3225.75,4,Saving Account
1030239,537,3450.57,4,Saving Account
1030240,4019,1675.32,1,Saving Account
1030242,24362,3375.63,5,Saving Account
1030243,17942,1487.97,5,Saving Account
1030246,15647,2776.11,7,Saving Account
1030251,15644,1775.25,1,Saving Account
1030252,2662,2975.95,3,Saving Account
1030258,10802,1675.32,6,Saving Account
1030262,17000,2451.37,2,Saving Account
1030263,6929,1662.83,1,Saving Account
1030266,12349,1425.52,1,Saving Account
1030268,15334,2626.23,3,Saving Account
1030269,17868,1750.27,2,Saving Account
1030272,8318,3025.91,7,Saving Account
1030274,2885,3400.61,1,Saving Account
1030279,580,0,1,Saving Account
1030279,580,0,1,Saving Account
1030282,15626,3600.45,2,Saving Account
1030285,3081,1438.01,5,Saving Account
1030287,4229,1550.42,5,Saving Account
1030289,1621,800.19,2,Saving Account
1030289,16079,800.19,4,Saving Account
1030294,2205,1300.62,1,Saving Account
1030296,9449,3025.91,3,Saving Account
1030297,5581,1712.8,4,Saving Account
1030302,18547,1725.29,1,Saving Account
1030304,22068,1512.95,2,Saving Account
1030305,21858,1288.13,3,Saving Account
1030313,14074,1400.54,7,Saving Account
1030314,16098,3350.65,5,Saving Account
1030316,7514,1300.62,4,Saving Account
1030317,23507,2476.35,2,Saving Account
1030319,19157,3350.65,7,Saving Account
1030320,5697,1625.36,3,Saving Account
1030323,16055,0,2,Saving Account
1030324,5776,3200.77,7,Saving Account
1030328,21943,925.37,6,Saving Account
1030331,9379,1650.34,6,Saving Account
1030333,2096,1675.32,5,Saving Account
1030340,8153,762.72,2,Saving Account
1030340,14302,762.72,3,Saving Account
1030343,8092,1350.58,1,Saving Account
1030350,12716,3275.71,1,Saving Account
1030352,15300,0,7,Saving Account
1030355,4763,875.41,2,Saving Account
1030356,6786,1113.27,5,Saving Account
1030356,22392,1113.27,4,Saving Account
1030360,16995,2751.13,5,Saving Account
1030361,7818,1812.72,7,Saving Account
1030364,18211,0,4,Saving Account
1030365,5451,2751.13,7,Saving Account
1030367,340,2701.17,5,Saving Account
1030370,9162,1675.32,3,Saving Account
1030371,4389,1562.91,3,Saving Account
1030372,9285,3425.59,6,Saving Account
1030375,19862,3150.81,2,Saving Account
1030376,22070,3400.61,4,Saving Account
1030377,173,2801.09,6,Saving Account
1030382,20255,2676.19,4,Saving Account
1030384,281,2925.99,1,Saving Account
1030387,8453,2876.03,4,Saving Account
1030397,1203,750.51,3,Saving Account
1030403,657,1762.76,7,Saving Account
1030404,3914,1375.56,3,Saving Account
1030404,3914,1375.56,3,Saving Account
1030409,5954,1275.64,2,Saving Account
1030412,23680,3275.71,6,Saving Account
1030423,13462,833.78,7,Saving Account
1030424,10375,1712.8,7,Saving Account
1030426,9415,1637.85,3,Saving Account
1030432,332,1737.78,7,Saving Account
1030435,448,2876.03,7,Saving Account
1030438,10701,3300.69,6,Saving Account
1030439,15550,2451.37,1,Saving Account
1030440,10806,1725.29,4,Saving Account
1030442,19437,1687.81,1,Saving Account
1030447,18484,1637.85,3,Saving Account
1030447,18484,1637.85,3,Saving Account
1030448,18986,2851.05,7,Saving Account
1030449,6326,1275.64,5,Saving Account
1030451,3030,3375.63,5,Saving Account
1030452,3652,933.7,4,Saving Account
1030454,9531,3300.69,5,Saving Account
1030456,9679,1475.48,4,Saving Account
1030457,15535,2726.15,5,Saving Account
1030459,201,1512.95,1,Saving Account
1030462,17814,1737.78,6,Saving Account
1030468,18901,2476.35,1,Saving Account
1030471,2228,3000.93,6,Saving Account
1030473,14406,1100.23,3,Saving Account
1030474,11933,1425.52,5,Saving Account
1030476,18571,0,1,Saving Account
1030477,13044,3300.69,6,Saving Account
1030486,18599,1625.36,7,Saving Account
1030488,17728,1091.9,5,Saving Account
1030489,2931,787.7,1,Saving Account
1030489,14194,787.7,3,Saving Account
1030495,10629,1263.15,5,Saving Account
1030496,5619,1500.46,5,Saving Account
1030499,23999,3325.67,2,Saving Account
1030500,1033,2901.01,2,Saving Account
1030506,23802,1600.38,1,Saving Account
1030507,952,1625.36,2,Saving Account
1030508,3389,1575.4,5,Saving Account
1030510,9791,3475.55,1,Saving Account
1030513,9614,3575.47,3,Saving Account
1030514,16994,1100.23,3,Saving Account
1030517,5869,1141.86,2,Saving Account
1030517,14249,1141.86,5,Saving Account
1030517,16899,1141.86,3,Saving Account
1030519,4255,1325.6,7,Saving Account
1030530,14682,3325.67,6,Saving Account
1030538,1462,3000.93,7,Saving Account
1030540,5822,2626.23,7,Saving Account
1030541,16095,2576.27,5,Saving Account
1030544,2874,808.8,1,Saving Account
1030548,11197,900.39,7,Saving Account
1030552,2359,2701.17,1,Saving Account
1030565,4781,1700.31,2,Saving Account
1030567,9313,1587.89,7,Saving Account
1030572,24158,1425.52,6,Saving Account
1030573,16499,1537.93,6,Saving Account
1030575,7087,1612.87,6,Saving Account
1030578,15606,1300.62,3,Saving Account
1030583,9001,1375.56,3,Saving Account
1030584,5952,3350.65,5,Saving Account
1030585,1490,1737.78,6,Saving Account
1030586,4934,2901.01,6,Saving Account
1030587,10476,1587.89,7,Saving Account
1030591,10824,3550.49,1,Saving Account
1030595,10105,2801.09,5,Saving Account
1030599,14358,3100.85,6,Saving Account
1030602,18205,3400.61,4,Saving Account
1030603,4792,1325.6,4,Saving Account
1030604,6297,1750.27,1,Saving Account
1030604,20674,1750.27,7,Saving Account
1030608,3146,2851.05,7,Saving Account
1030609,5,0,1,Saving Account
1030609,8220,0,2,Saving Account
1030610,9665,1750.27,4,Saving Account
1030612,24316,2801.09,7,Saving Account
1030614,6911,1862.68,3,Saving Account
1030616,3452,1075.25,7,Saving Account
1030616,10606,1075.25,4,Saving Account
1030616,21370,1075.25,2,Saving Account
1030621,10740,2901.01,3,Saving Account
1030623,1885,900.39,7,Saving Account
1030626,8859,2950.97,1,Saving Account
1030627,9305,1700.31,4,Saving Account
1030627,9565,1700.31,3,Saving Account
1030629,525,2801.09,1,Saving Account
1030630,2375,3375.63,6,Saving Account
1030634,8405,3500.53,7,Saving Account
1030636,18837,1125.76,4,Saving Account
1030638,9518,2876.03,7,Saving Account
1030639,18228,3400.61,5,Saving Account
1030642,7856,1737.78,1,Saving Account
1030645,20799,3575.47,5,Saving Account
1030648,20799,3575.47,5,Saving Account
1030649,16751,862.64,4,Saving Account
1030649,16751,862.64,4,Saving Account
1030650,20890,1550.42,7,Saving Account
1030650,22841,1550.42,2,Saving Account
1030656,4578,1537.93,5,Saving Account
1030656,4743,1537.93,3,Saving Account
1030657,10621,1338.09,6,Saving Account
1030659,5819,1388.05,1,Saving Account
1030661,2121,1550.42,2,Saving Account
1030665,19694,991.98,3,Saving Account
1030669,13830,2701.17,6,Saving Account
1030670,1610,1191.82,7,Saving Account
1030675,14895,1450.5,4,Saving Account
1030677,4516,2925.99,7,Saving Account
1030680,6044,3200.77,4,Saving Account
1030681,5247,3575.47,3,Saving Account
1030683,9990,2925.99,4,Saving Account
1030686,23234,3225.75,2,Saving Account
1030700,6796,3000.93,6,Saving Account
1030712,23782,2626.23,1,Saving Account
1030714,23880,3175.79,7,Saving Account
1030715,23310,2526.31,1,Saving Account
1030719,12865,967,1,Saving Account
1030720,13497,2726.15,3,Saving Account
1030722,5318,1350.58,1,Saving Account
1030722,5318,1350.58,1,Saving Account
1030723,6893,1537.93,5,Saving Account
1030725,14854,3200.77,2,Saving Account
1030730,11673,1233.46,6,Saving Account
1030731,11248,1313.11,7,Saving Account
1030738,7665,3375.63,6,Saving Account
1030740,5670,3200.77,7,Saving Account
1030746,3762,1138.25,1,Saving Account
1030749,16728,2801.09,6,Saving Account
1030752,18990,1837.7,7,Saving Account
1030754,4931,2826.07,6,Saving Account
1030756,8234,808.8,4,Saving Account
1030763,6103,1350.58,5,Saving Account
1030765,12516,2676.19,1,Saving Account
1030768,6157,706.52,3,Saving Account
1030768,6157,706.52,3,Saving Account
1030769,3418,2651.21,4,Saving Account
1030770,10858,1066.92,6,Saving Account
1030776,10939,3250.73,3,Saving Account
1030777,5679,637.82,6,Saving Account
1030777,13312,637.82,6,Saving Account
1030782,5754,1837.7,6,Saving Account
1030783,22234,2301.48,7,Saving Account
1030784,904,0,1,Saving Account
1030793,7824,2226.54,7,Saving Account
1030794,17328,1762.76,3,Saving Account
1030795,9335,1462.99,6,Saving Account
1030799,11128,1413.03,3,Saving Account
1030801,9787,893.87,5,Saving Account
1030801,13012,893.87,1,Saving Account
1030802,14536,0,2,Saving Account
1030803,11016,1400.54,1,Saving Account
1030805,11327,1175.17,4,Saving Account
1030806,1571,1712.8,2,Saving Account
1030807,11489,1150.19,1,Saving Account
1030807,15643,1150.19,4,Saving Account
1030807,20746,1150.19,6,Saving Account
1030809,10053,1475.48,3,Saving Account
1030810,3941,1025.29,5,Saving Account
1030812,11581,1662.83,1,Saving Account
1030812,18669,1662.83,2,Saving Account
1030814,23442,900.39,5,Saving Account
1030816,2406,1712.8,4,Saving Account
1030818,12116,0,1,Saving Account
1030823,18292,3525.51,5,Saving Account
1030827,23187,2751.13,2,Saving Account
1030828,19764,1375.56,2,Saving Account
1030832,21162,3450.57,4,Saving Account
1030834,19271,1612.87,3,Saving Account
1030839,17670,3625.43,5,Saving Account
1030841,11759,991.98,4,Saving Account
1030843,17734,2950.97,1,Saving Account
1030844,6710,1138.25,2,Saving Account
1030847,15548,1650.34,4,Saving Account
1030848,15765,2751.13,4,Saving Account
1030849,18812,1762.76,4,Saving Account
1030850,18509,2701.17,4,Saving Account
1030851,16877,2975.95,3,Saving Account
1030854,14832,1350.58,6,Saving Account
1030855,14396,1425.52,6,Saving Account
1030856,7544,1163.23,1,Saving Account
1030857,23211,2751.13,5,Saving Account
1030858,16228,3325.67,4,Saving Account
1030859,12021,942.02,5,Saving Account
1030861,17827,825.17,4,Saving Account
1030861,17827,825.17,4,Saving Account
1030863,10129,0,2,Saving Account
1030864,6412,1700.31,6,Saving Account
1030865,16895,2701.17,4,Saving Account
1030867,729,3100.85,6,Saving Account
1030868,8686,2626.23,3,Saving Account
1030870,12609,1450.5,5,Saving Account
1030870,17082,1450.5,5,Saving Account
1030874,13812,1687.81,2,Saving Account
1030874,23031,1687.81,3,Saving Account
1030877,5157,650.31,7,Saving Account
1030877,5157,650.31,7,Saving Account
1030880,23716,831.42,5,Saving Account
1030880,23716,831.42,5,Saving Account
1030883,2078,1200.7,3,Saving Account
1030885,8686,3075.87,3,Saving Account
1030886,1027,3350.65,5,Saving Account
1030887,15398,1637.85,6,Saving Account
1030888,6742,1662.83,1,Saving Account
1030889,10033,1150.74,2,Saving Account
1030890,225,1150.74,6,Saving Account
1030891,16437,2876.03,2,Saving Account
1030893,6487,1712.8,5,Saving Account
1030893,6487,1712.8,5,Saving Account
1030895,6509,1338.09,3,Saving Account
1030896,7106,1600.38,6,Saving Account
1030898,16655,2776.11,3,Saving Account
1030899,2530,3300.69,3,Saving Account
1030900,17063,1388.05,3,Saving Account
1030904,10541,1650.34,7,Saving Account
1030906,1767,2925.99,2,Saving Account
1030909,19155,2950.97,6,Saving Account
1030912,3636,1575.4,4,Saving Account
1030913,9253,1141.86,2,Saving Account
1030916,4801,3250.73,5,Saving Account
1030917,3158,1737.78,6,Saving Account
1030920,6623,3400.61,5,Saving Account
1030924,13652,2376.43,3,Saving Account
1030928,9655,2601.25,4,Saving Account
1030933,13142,1141.86,5,Saving Account
1030938,9846,3075.87,1,Saving Account
1030940,12507,1737.78,4,Saving Account
1030942,17559,2726.15,4,Saving Account
1030951,3795,1675.32,5,Saving Account
1030952,21506,1737.78,7,Saving Account
1030953,22933,1725.29,3,Saving Account
1030955,15243,3025.91,4,Saving Account
1030959,20017,1225.68,4,Saving Account
1030962,15243,3400.61,4,Saving Account
1030963,4343,3050.89,4,Saving Account
1030967,7370,1637.85,5,Saving Account
1030969,245,3450.57,4,Saving Account
1030971,13002,1138.25,4,Saving Account
1030973,2029,1637.85,3,Saving Account
1030976,2397,3200.77,3,Saving Account
1030983,19636,3400.61,5,Saving Account
1030984,12465,1725.29,4,Saving Account
1030985,22728,3275.71,2,Saving Account
1030992,1387,1675.32,3,Saving Account
1030993,7417,3500.53,2,Saving Account
1030995,3744,1475.48,2,Saving Account
1031000,9669,2376.43,7,Saving Account
1031003,2828,1363.07,7,Saving Account
1031003,15894,1363.07,1,Saving Account
1031005,14983,1512.95,4,Saving Account
1031009,18307,1625.36,1,Saving Account
1031012,5442,1125.76,6,Saving Account
1031013,15924,3200.77,2,Saving Account
1031015,2001,3625.43,3,Saving Account
1031016,2001,3350.65,3,Saving Account
1031017,19557,1600.38,5,Saving Account
1031018,2279,1650.34,4,Saving Account
1031022,8323,2925.99,5,Saving Account
1031025,10008,3325.67,2,Saving Account
1031026,12151,1650.34,2,Saving Account
1031027,12327,1100.23,4,Saving Account
1031027,13456,1100.23,6,Saving Account
1031034,10438,1637.85,4,Saving Account
1031035,23994,1166.84,7,Saving Account
1031036,5818,1500.46,4,Saving Account
1031037,21816,1425.52,1,Saving Account
1031038,22558,1050.27,1,Saving Account
1031040,4144,1725.29,2,Saving Account
1031046,21017,3550.49,2,Saving Account
1031050,8468,3500.53,3,Saving Account
1031051,8786,1083.58,5,Saving Account
1031052,9871,2876.03,5,Saving Account
1031053,13025,3175.79,7,Saving Account
1031055,11192,1675.32,7,Saving Account
1031056,730,1175.17,3,Saving Account
1031058,6677,2975.95,2,Saving Account
1031064,2257,3100.85,5,Saving Account
1031065,12869,1650.34,7,Saving Account
1031067,7789,2776.11,4,Saving Account
1031070,18734,1325.6,2,Saving Account
1031071,19956,2876.03,4,Saving Account
1031072,4797,1662.83,2,Saving Account
1031072,14279,1662.83,3,Saving Account
1031074,23335,1525.44,3,Saving Account
1031077,19436,1462.99,1,Saving Account
1031081,846,991.98,6,Saving Account
1031082,1169,3400.61,1,Saving Account
1031085,1850,2950.97,5,Saving Account
1031090,19572,581.62,3,Saving Account
1031090,19572,581.62,3,Saving Account
1031091,1973,731.5,7,Saving Account
1031091,1973,731.5,7,Saving Account
1031095,11694,2950.97,7,Saving Account
1031101,3183,0,1,Saving Account
1031103,385,3275.71,3,Saving Account
1031105,18600,1462.99,5,Saving Account
1031108,7762,1016.96,4,Saving Account
1031110,13127,2501.33,7,Saving Account
1031114,13127,3050.89,7,Saving Account
1031117,7050,3725.35,2,Saving Account
1031118,5733,1188.21,7,Saving Account
1031121,3532,1413.03,4,Saving Account
1031123,20637,3100.85,3,Saving Account
1031126,20861,2526.31,1,Saving Account
1031133,24013,1475.48,7,Saving Account
1031134,10060,875.41,1,Saving Account
1031136,6143,3275.71,4,Saving Account
1031138,5600,1775.25,3,Saving Account
1031139,7015,817.12,4,Saving Account
1031146,15615,1787.74,2,Saving Account
1031147,16736,3125.83,5,Saving Account
1031148,4339,1438.01,5,Saving Account
1031148,10823,1438.01,5,Saving Account
1031149,1688,967,1,Saving Account
1031151,11170,806.44,2,Saving Account
1031151,11170,806.44,2,Saving Account
1031152,19518,0,5,Saving Account
1031158,6388,2651.21,4,Saving Account
1031159,8423,1300.62,7,Saving Account
1031162,10950,0,2,Saving Account
1031165,18515,1475.48,5,Saving Account
1031166,4906,3525.51,4,Saving Account
1031167,20074,1475.48,3,Saving Account
1031168,16368,2326.46,5,Saving Account
1031171,24337,1550.42,7,Saving Account
1031173,20289,1662.83,7,Saving Account
1031175,375,2726.15,2,Saving Account
1031180,1633,1300.62,2,Saving Account
1031181,6651,2351.45,5,Saving Account
1031182,7804,3375.63,6,Saving Account
1031183,909,3425.59,6,Saving Account
1031184,1395,3225.75,2,Saving Account
1031186,21069,0,4,Saving Account
1031187,11161,1712.8,1,Saving Account
1031188,9334,3200.77,6,Saving Account
1031191,8098,3225.75,6,Saving Account
1031194,6702,2551.29,4,Saving Account
1031198,17067,0,5,Saving Account
1031198,17067,0,5,Saving Account
1031200,2212,1041.94,5,Saving Account
1031204,5787,1725.29,4,Saving Account
1031206,14661,2901.01,6,Saving Account
1031207,5053,2526.31,5,Saving Account
1031217,3933,1350.58,7,Saving Account
1031221,16668,968.81,2,Saving Account
1031221,23596,968.81,6,Saving Account
1031222,5984,3050.89,2,Saving Account
1031224,13666,850.43,4,Saving Account
1031225,18664,2651.21,5,Saving Account
1031227,5721,1338.09,1,Saving Account
1031229,23735,1700.31,2,Saving Account
1031237,18576,2476.35,5,Saving Account
1031240,14489,1200.7,1,Saving Account
1031242,22685,1550.42,1,Saving Account
1031245,20628,3450.57,6,Saving Account
1031247,21954,3625.43,7,Saving Account
1031248,5596,3025.91,4,Saving Account
1031249,14059,1725.29,6,Saving Account
1031253,20280,2376.43,5,Saving Account
1031255,20280,3250.73,5,Saving Account
1031258,18894,3025.91,7,Saving Account
1031263,1606,1762.76,7,Saving Account
1031265,6399,2626.23,3,Saving Account
1031271,14863,1175.72,6,Saving Account
1031274,19538,1016.96,5,Saving Account
1031276,8003,2526.31,3,Saving Account
1031278,17066,1288.13,5,Saving Account
1031280,5140,1363.07,3,Saving Account
1031281,5480,2626.23,7,Saving Account
1031283,16722,700.27,5,Saving Account
1031283,16722,700.27,5,Saving Account
1031284,18746,2476.35,5,Saving Account
1031285,11695,1737.78,4,Saving Account
1031291,2939,1850.19,2,Saving Account
1031292,13406,2876.03,5,Saving Account
1031296,14611,1662.83,3,Saving Account
1031297,22083,2726.15,7,Saving Account
1031298,24120,3350.65,1,Saving Account
1031300,11116,1737.78,2,Saving Account
1031307,9010,3250.73,7,Saving Account
1031314,12010,3475.55,6,Saving Account
1031316,17940,1288.13,3,Saving Account
1031321,3763,2826.07,5,Saving Account
1031324,7160,1637.85,7,Saving Account
1031324,21021,1637.85,2,Saving Account
1031325,15759,1675.32,7,Saving Account
1031335,1711,3150.81,2,Saving Account
1031336,7258,1125.21,2,Saving Account
1031337,3698,1762.76,4,Saving Account
1031344,3480,818.93,4,Saving Account
1031344,5342,818.93,5,Saving Account
1031345,21639,2276.5,3,Saving Account
1031346,20980,1425.52,5,Saving Account
1031358,13367,2826.07,3,Saving Account
1031365,10603,3150.81,4,Saving Account
1031367,19917,1363.07,2,Saving Account
1031368,5141,1025.29,1,Saving Account
1031370,4209,2351.45,2,Saving Account
1031371,2629,1388.05,5,Saving Account
1031374,20128,3325.67,1,Saving Account
1031376,710,3425.59,6,Saving Account
1031378,4034,787.7,1,Saving Account
1031378,24256,787.7,7,Saving Account
1031381,9091,1650.34,7,Saving Account
1031385,2751,3250.73,6,Saving Account
1031387,1741,2276.5,3,Saving Account
1031390,3351,1625.36,3,Saving Account
1031394,2506,858.76,7,Saving Account
1031397,12336,0,7,Saving Account
1031398,24378,3325.67,3,Saving Account
1031402,8352,1450.5,2,Saving Account
1031402,21263,1450.5,1,Saving Account
1031403,6334,1612.87,5,Saving Account
1031406,17796,3300.69,2,Saving Account
1031407,10714,1625.36,6,Saving Account
1031407,24265,1625.36,1,Saving Account
1031411,8599,2301.48,1,Saving Account
1031413,21756,1425.52,7,Saving Account
1031414,10270,3475.55,2,Saving Account
1031416,24378,3625.43,3,Saving Account
1031419,2897,3025.91,6,Saving Account
1031424,7116,1100.23,5,Saving Account
1031426,220,1325.6,2,Saving Account
1031427,8743,1375.56,3,Saving Account
1031429,22705,3475.55,6,Saving Account
1031430,10710,3300.69,4,Saving Account
1031432,5684,1066.92,6,Saving Account
1031434,17300,3275.71,3,Saving Account
1031438,16374,2576.27,6,Saving Account
1031443,17131,2326.46,3,Saving Account
1031445,16277,875.41,6,Saving Account
1031446,6407,1213.19,3,Saving Account
1031448,6817,1100.23,3,Saving Account
1031449,7727,1800.23,4,Saving Account
1031450,2764,1288.13,2,Saving Account
1031450,16566,1288.13,1,Saving Account
1031458,11872,1225.68,4,Saving Account
1031458,21296,1225.68,7,Saving Account
1031459,901,3100.85,7,Saving Account
1031461,20357,3375.63,3,Saving Account
1031462,6793,2901.01,1,Saving Account
1031464,4194,1600.38,5,Saving Account
1031465,21229,2801.09,6,Saving Account
1031473,18237,3050.89,5,Saving Account
1031474,5094,1238.17,6,Saving Account
1031474,5094,1238.17,6,Saving Account
1031477,11647,2901.01,3,Saving Account
1031482,5460,3275.71,3,Saving Account
1031486,2336,3050.89,5,Saving Account
1031487,6386,1313.11,5,Saving Account
1031488,598,1338.09,6,Saving Account
1031489,8523,1275.64,2,Saving Account
1031491,1539,1438.01,6,Saving Account
1031497,21220,1600.38,1,Saving Account
1031499,1448,991.98,2,Saving Account
1031503,18460,1625.36,5,Saving Account
1031509,12075,2376.43,5,Saving Account
1031510,11359,1075.25,2,Saving Account
1031511,18538,1687.81,7,Saving Account
1031513,14620,1350.58,2,Saving Account
1031518,21840,3025.91,2,Saving Account
1031519,8488,706.52,4,Saving Account
1031519,8488,706.52,4,Saving Account
1031520,127,0,1,Saving Account
1031525,6661,3100.85,2,Saving Account
1031533,23589,3325.67,5,Saving Account
1031534,19279,1125.21,4,Saving Account
1031534,23046,1125.21,3,Saving Account
1031535,13864,1425.52,2,Saving Account
1031535,19477,1425.52,3,Saving Account
1031537,12787,2776.11,4,Saving Account
1031541,10117,958.68,7,Saving Account
1031542,12729,3500.53,2,Saving Account
1031543,18366,3275.71,4,Saving Account
1031544,24171,1183.5,7,Saving Account
1031547,8707,1141.86,6,Saving Account
1031550,2969,1650.34,5,Saving Account
1031552,4538,1900.15,3,Saving Account
1031552,12503,1900.15,1,Saving Account
1031555,4902,556.64,4,Saving Account
1031555,12952,556.64,6,Saving Account
1031555,16812,556.64,6,Saving Account
1031555,22523,556.64,5,Saving Account
1031557,18841,3350.65,7,Saving Account
1031558,5153,1637.85,6,Saving Account
1031563,9085,1375.56,3,Saving Account
1031565,19893,1108.56,7,Saving Account
1031572,16466,2451.37,7,Saving Account
